Plan or Actuals,Activity Type,Independent Provider,STP,Mitigations in Place for the following week + Additional Comments,POD,Diagnostic Modality,Diagnostic Modality Grouped,Cancer,Week  Commencing Date,Activity Count,Plan Type
Actuals,Normal,Chelsfield (BMI Healthcare),South East London STP,,Elective,,,Non-Cancer,06/09/2020, 2 ,Actuals
Actuals,Normal,Chelsfield (BMI Healthcare),South East London STP,,DNA/Cancellation (Theatres Only),,,Non-Cancer,06/09/2020, 1 ,Actuals
Actuals,Normal,Chelsfield (BMI Healthcare),South East London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,06/09/2020, 2 ,Actuals
Actuals,Normal,Fortius Clinic (Fortius Clinic),South East London STP,Activity stopped at the site at the end of August,Elective,,,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,Normal,Fortius Clinic (Fortius Clinic),South East London STP,Activity stopped at the site at the end of August,Daycase,,,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,Normal,Fortius Clinic (Fortius Clinic),South East London STP,Activity stopped at the site at the end of August,Elective,,,Cancer,06/09/2020, -   ,Actuals
Actuals,Normal,Fortius Clinic (Fortius Clinic),South East London STP,Activity stopped at the site at the end of August,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,Normal,London Bridge (HCA UK),South East London STP,Monday 7th September only,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,06/09/2020, 23 ,Actuals
Actuals,Normal,London Bridge (HCA UK),South East London STP,Monday 7th September only,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,06/09/2020, 5 ,Actuals
Actuals,Normal,London Bridge (HCA UK),South East London STP,Monday 7th September only,Elective,,,Non-Cancer,06/09/2020, 1 ,Actuals
Actuals,Normal,London Bridge (HCA UK),South East London STP,Monday 7th September only,Daycase,,,Non-Cancer,06/09/2020, 4 ,Actuals
Actuals,Normal,London Bridge (HCA UK),South East London STP,Monday 7th September only,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,06/09/2020, 8 ,Actuals
Actuals,Normal,London Bridge (HCA UK),South East London STP,Monday 7th September only,Elective,,,Cancer,06/09/2020, 10 ,Actuals
Actuals,Normal,London Bridge (HCA UK),South East London STP,Monday 7th September only,Daycase,,,Cancer,06/09/2020, 3 ,Actuals
Actuals,Normal,London Bridge (HCA UK),South East London STP,Monday 7th September only,DNA/Cancellation (Theatres Only),,,Cancer,06/09/2020, 2 ,Actuals
Actuals,Normal,London Bridge (HCA UK),South East London STP,Monday 7th September only,Number of 1/2 Day Lists (Theatres Only),,,Cancer,06/09/2020, 12 ,Actuals
Actuals,Normal,Sloane (BMI Healthcare),South East London STP,,Elective,,,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,Normal,Sloane (BMI Healthcare),South East London STP,,Daycase,,,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,Normal,Sloane (BMI Healthcare),South East London STP,,Elective,,,Cancer,06/09/2020, -   ,Actuals
Actuals,Normal,Sloane (BMI Healthcare),South East London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,Normal,The Harley Street Clinic (HCA UK),South East London STP,Monday 7th September only,Elective,,,Non-Cancer,06/09/2020, 3 ,Actuals
Actuals,Normal,The Harley Street Clinic (HCA UK),South East London STP,Monday 7th September only,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,06/09/2020, 2 ,Actuals
Actuals,Normal,West Valley (Ramsay Health UK),South East London STP,,Diagnostics,"ENDOSCOPY - All other endoscopy activity (Cystoscopy, bronchoscopy etc)",ENDOSCOPY,Non-Cancer,06/09/2020, 14 ,Actuals
Actuals,Normal,West Valley (Ramsay Health UK),South East London STP,,Daycase,,,Non-Cancer,06/09/2020, 12 ,Actuals
Actuals,Normal,West Valley (Ramsay Health UK),South East London STP,,DNA/Cancellation (Theatres Only),,,Non-Cancer,06/09/2020, 2 ,Actuals
Actuals,Normal,West Valley (Ramsay Health UK),South East London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,06/09/2020, 6 ,Actuals
Actuals,Normal,Ashtead (Ramsay Health UK),South West London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,06/09/2020, 8 ,Actuals
Actuals,Normal,Ashtead (Ramsay Health UK),South West London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,Normal,Ashtead (Ramsay Health UK),South West London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,Normal,Ashtead (Ramsay Health UK),South West London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,06/09/2020, 16 ,Actuals
Actuals,Normal,Ashtead (Ramsay Health UK),South West London STP,,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,06/09/2020, -   ,Actuals
Actuals,Normal,Ashtead (Ramsay Health UK),South West London STP,,Diagnostics,ECHO,OTHER,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,Normal,Ashtead (Ramsay Health UK),South West London STP,,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,Normal,Ashtead (Ramsay Health UK),South West London STP,,Diagnostics,DEXASCAN,X-RAY,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,Normal,Ashtead (Ramsay Health UK),South West London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,06/09/2020, 12 ,Actuals
Actuals,Normal,Ashtead (Ramsay Health UK),South West London STP,,Diagnostics,ENDOSCOPY - Bowel Cancer Screening,ENDOSCOPY,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,Normal,Ashtead (Ramsay Health UK),South West London STP,,Diagnostics,"ENDOSCOPY - All other endoscopy activity (Cystoscopy, bronchoscopy etc)",ENDOSCOPY,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,Normal,Ashtead (Ramsay Health UK),South West London STP,,Outpatients,,,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,Normal,Ashtead (Ramsay Health UK),South West London STP,,Elective,,,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,Normal,Ashtead (Ramsay Health UK),South West London STP,,Daycase,,,Non-Cancer,06/09/2020, 48 ,Actuals
Actuals,Normal,Ashtead (Ramsay Health UK),South West London STP,,Elective,,,Cancer,06/09/2020, 3 ,Actuals
Actuals,Normal,Ashtead (Ramsay Health UK),South West London STP,,DNA/Cancellation (Theatres Only),,,Non-Cancer,06/09/2020, 5 ,Actuals
Actuals,Normal,Ashtead (Ramsay Health UK),South West London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,06/09/2020, 14 ,Actuals
Actuals,Normal,Parkside (Aspen Healthcare),South West London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,06/09/2020, 41 ,Actuals
Actuals,Normal,Parkside (Aspen Healthcare),South West London STP,,Elective,,,Non-Cancer,06/09/2020, 4 ,Actuals
Actuals,Normal,Parkside (Aspen Healthcare),South West London STP,,Daycase,,,Non-Cancer,06/09/2020, 4 ,Actuals
Actuals,Normal,Parkside (Aspen Healthcare),South West London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,06/09/2020, 8 ,Actuals
Actuals,Normal,Shirley Oaks (BMI Healthcare),South West London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,06/09/2020, 33 ,Actuals
Actuals,Normal,Shirley Oaks (BMI Healthcare),South West London STP,,Elective,,,Non-Cancer,06/09/2020, 9 ,Actuals
Actuals,Normal,Shirley Oaks (BMI Healthcare),South West London STP,,Elective,,,Cancer,06/09/2020, -   ,Actuals
Actuals,Normal,St Anthony's (Spire Healthcare),South West London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,06/09/2020, 38 ,Actuals
Actuals,Normal,St Anthony's (Spire Healthcare),South West London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,06/09/2020, 8 ,Actuals
Actuals,Normal,St Anthony's (Spire Healthcare),South West London STP,,Diagnostics,ECHO,OTHER,Non-Cancer,06/09/2020, 1 ,Actuals
Actuals,Normal,St Anthony's (Spire Healthcare),South West London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,06/09/2020, 13 ,Actuals
Actuals,Normal,St Anthony's (Spire Healthcare),South West London STP,,Diagnostics,ENDOSCOPY - Bowel Cancer Screening,ENDOSCOPY,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,Normal,St Anthony's (Spire Healthcare),South West London STP,,Diagnostics,"ENDOSCOPY - All other endoscopy activity (Cystoscopy, bronchoscopy etc)",ENDOSCOPY,Non-Cancer,06/09/2020, 3 ,Actuals
Actuals,Normal,St Anthony's (Spire Healthcare),South West London STP,,Outpatients,,,Non-Cancer,06/09/2020, 1 ,Actuals
Actuals,Normal,St Anthony's (Spire Healthcare),South West London STP,,Elective,,,Non-Cancer,06/09/2020, 24 ,Actuals
Actuals,Normal,St Anthony's (Spire Healthcare),South West London STP,,Daycase,,,Non-Cancer,06/09/2020, 14 ,Actuals
Actuals,Normal,St Anthony's (Spire Healthcare),South West London STP,,Elective,,,Cancer,06/09/2020, 12 ,Actuals
Actuals,Normal,St Anthony's (Spire Healthcare),South West London STP,,DNA/Cancellation (Theatres Only),,,Non-Cancer,06/09/2020, 14 ,Actuals
Actuals,Normal,St Anthony's (Spire Healthcare),South West London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,06/09/2020, 30 ,Actuals
Actuals,Normal,The New Victoria Hospital (The New Victoria Hospital Limited),South West London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,06/09/2020, 9 ,Actuals
Actuals,Normal,The New Victoria Hospital (The New Victoria Hospital Limited),South West London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,06/09/2020, 9 ,Actuals
Actuals,Normal,The New Victoria Hospital (The New Victoria Hospital Limited),South West London STP,,Outpatients,,,Non-Cancer,06/09/2020, 69 ,Actuals
Actuals,Normal,The New Victoria Hospital (The New Victoria Hospital Limited),South West London STP,,Daycase,,,Non-Cancer,06/09/2020, 56 ,Actuals
Actuals,Normal,The New Victoria Hospital (The New Victoria Hospital Limited),South West London STP,,Elective,,,Cancer,06/09/2020, 21 ,Actuals
Actuals,Normal,The New Victoria Hospital (The New Victoria Hospital Limited),South West London STP,,DNA/Cancellation (Theatres Only),,,Non-Cancer,06/09/2020, 3 ,Actuals
Actuals,Normal,The New Victoria Hospital (The New Victoria Hospital Limited),South West London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,06/09/2020, 26 ,Actuals
Actuals,eRS,London East (Spire Healthcare),East London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,06/09/2020, 19 ,Actuals
Actuals,eRS,London East (Spire Healthcare),East London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,06/09/2020, 23 ,Actuals
Actuals,eRS,London East (Spire Healthcare),East London STP,,Elective,,,Non-Cancer,06/09/2020, 26 ,Actuals
Actuals,eRS,London Independent (BMI Healthcare),East London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,06/09/2020, 4 ,Actuals
Actuals,eRS,London Independent (BMI Healthcare),East London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,06/09/2020, 7 ,Actuals
Actuals,eRS,London Independent (BMI Healthcare),East London STP,,Elective,,,Non-Cancer,06/09/2020, 65 ,Actuals
Actuals,eRS,North East London Teatment Centre (Care UK Clinical Services Limited),East London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,06/09/2020, 9 ,Actuals
Actuals,eRS,North East London Teatment Centre (Care UK Clinical Services Limited),East London STP,,Elective,,,Non-Cancer,06/09/2020, 35 ,Actuals
Actuals,eRS,Cavell (BMI Healthcare),North London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,06/09/2020, 20 ,Actuals
Actuals,eRS,Cavell (BMI Healthcare),North London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,06/09/2020, 4 ,Actuals
Actuals,eRS,Cavell (BMI Healthcare),North London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,06/09/2020, 14 ,Actuals
Actuals,eRS,Cavell (BMI Healthcare),North London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,06/09/2020, 16 ,Actuals
Actuals,eRS,Cavell (BMI Healthcare),North London STP,,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,06/09/2020, -   ,Actuals
Actuals,eRS,Cavell (BMI Healthcare),North London STP,,Diagnostics,ECHO,OTHER,Non-Cancer,06/09/2020, 1 ,Actuals
Actuals,eRS,Cavell (BMI Healthcare),North London STP,,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,eRS,Cavell (BMI Healthcare),North London STP,,Diagnostics,DEXASCAN,X-RAY,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,eRS,Cavell (BMI Healthcare),North London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,06/09/2020, 12 ,Actuals
Actuals,eRS,Cavell (BMI Healthcare),North London STP,,Diagnostics,ENDOSCOPY - Bowel Cancer Screening,ENDOSCOPY,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,eRS,Cavell (BMI Healthcare),North London STP,,Diagnostics,"ENDOSCOPY - All other endoscopy activity (Cystoscopy, bronchoscopy etc)",ENDOSCOPY,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,eRS,Cavell (BMI Healthcare),North London STP,,Outpatients,,,Non-Cancer,06/09/2020, 161 ,Actuals
Actuals,eRS,Cavell (BMI Healthcare),North London STP,,Elective,,,Non-Cancer,06/09/2020, 11 ,Actuals
Actuals,eRS,Cavell (BMI Healthcare),North London STP,,Daycase,,,Non-Cancer,06/09/2020, 8 ,Actuals
Actuals,eRS,Cavell (BMI Healthcare),North London STP,,Elective,,,Cancer,06/09/2020, -   ,Actuals
Actuals,eRS,Cavell (BMI Healthcare),North London STP,,DNA/Cancellation (Theatres Only),,,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,eRS,Cavell (BMI Healthcare),North London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,06/09/2020, 8 ,Actuals
Actuals,eRS,Hendon (BMI Healthcare),North London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,06/09/2020, -   ,Actuals
Actuals,eRS,Hendon (BMI Healthcare),North London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,06/09/2020, 1 ,Actuals
Actuals,eRS,Hendon (BMI Healthcare),North London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,06/09/2020, 6 ,Actuals
Actuals,eRS,Hendon (BMI Healthcare),North London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,06/09/2020, 3 ,Actuals
Actuals,eRS,Hendon (BMI Healthcare),North London STP,,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,06/09/2020, -   ,Actuals
Actuals,eRS,Hendon (BMI Healthcare),North London STP,,Diagnostics,ECHO,OTHER,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,eRS,Hendon (BMI Healthcare),North London STP,,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,eRS,Hendon (BMI Healthcare),North London STP,,Diagnostics,DEXASCAN,X-RAY,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,eRS,Hendon (BMI Healthcare),North London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,eRS,Hendon (BMI Healthcare),North London STP,,Diagnostics,ENDOSCOPY - Bowel Cancer Screening,ENDOSCOPY,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,eRS,Hendon (BMI Healthcare),North London STP,,Diagnostics,"ENDOSCOPY - All other endoscopy activity (Cystoscopy, bronchoscopy etc)",ENDOSCOPY,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,eRS,Hendon (BMI Healthcare),North London STP,,Outpatients,,,Non-Cancer,06/09/2020, 348 ,Actuals
Actuals,eRS,Hendon (BMI Healthcare),North London STP,,Elective,,,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,eRS,Hendon (BMI Healthcare),North London STP,,Daycase,,,Non-Cancer,06/09/2020, 14 ,Actuals
Actuals,eRS,Hendon (BMI Healthcare),North London STP,,Elective,,,Cancer,06/09/2020, -   ,Actuals
Actuals,eRS,Hendon (BMI Healthcare),North London STP,,DNA/Cancellation (Theatres Only),,,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,eRS,Hendon (BMI Healthcare),North London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,06/09/2020, 2 ,Actuals
Actuals,eRS,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,06/09/2020, 1 ,Actuals
Actuals,eRS,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,06/09/2020, 18 ,Actuals
Actuals,eRS,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,06/09/2020, 7 ,Actuals
Actuals,eRS,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,06/09/2020, 2 ,Actuals
Actuals,eRS,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,06/09/2020, -   ,Actuals
Actuals,eRS,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,ECHO,OTHER,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,eRS,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,eRS,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,DEXASCAN,X-RAY,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,eRS,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,06/09/2020, 5 ,Actuals
Actuals,eRS,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,ENDOSCOPY - Bowel Cancer Screening,ENDOSCOPY,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,eRS,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,"ENDOSCOPY - All other endoscopy activity (Cystoscopy, bronchoscopy etc)",ENDOSCOPY,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,eRS,Highgate Private (Aspen Healthcare),North London STP,,Outpatients,,,Non-Cancer,06/09/2020, 210 ,Actuals
Actuals,eRS,Highgate Private (Aspen Healthcare),North London STP,,Elective,,,Non-Cancer,06/09/2020, 27 ,Actuals
Actuals,eRS,Highgate Private (Aspen Healthcare),North London STP,,Daycase,,,Non-Cancer,06/09/2020, 25 ,Actuals
Actuals,eRS,Highgate Private (Aspen Healthcare),North London STP,,Elective,,,Cancer,06/09/2020, -   ,Actuals
Actuals,eRS,Highgate Private (Aspen Healthcare),North London STP,,DNA/Cancellation (Theatres Only),,,Non-Cancer,06/09/2020, 3 ,Actuals
Actuals,eRS,Highgate Private (Aspen Healthcare),North London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,06/09/2020, 8 ,Actuals
Actuals,eRS,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,06/09/2020, -   ,Actuals
Actuals,eRS,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,06/09/2020, 20 ,Actuals
Actuals,eRS,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,06/09/2020, 31 ,Actuals
Actuals,eRS,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,06/09/2020, -   ,Actuals
Actuals,eRS,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,06/09/2020, -   ,Actuals
Actuals,eRS,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,ECHO,OTHER,Non-Cancer,06/09/2020, 9 ,Actuals
Actuals,eRS,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,eRS,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,DEXASCAN,X-RAY,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,eRS,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,eRS,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,ENDOSCOPY - Bowel Cancer Screening,ENDOSCOPY,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,eRS,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,"ENDOSCOPY - All other endoscopy activity (Cystoscopy, bronchoscopy etc)",ENDOSCOPY,Non-Cancer,06/09/2020, -   ,Actuals
Actuals,eRS,Kings Oak (BMI Healthcare),North London STP,,Outpatients,,,Non-Cancer,06/09/2020, 229 ,Actuals
Actuals,eRS,Kings Oak (BMI Healthcare),North London STP,,Elective,,,Non-Cancer,06/09/2020, 2 ,Actuals
Actuals,eRS,Kings Oak (BMI Healthcare),North London STP,,Daycase,,,Non-Cancer,06/09/2020, 25 ,Actuals
